fur_color,height,weight,eye_color,prehistoric
calico,242 cm,115 kg,brown,TRUE
brown,242 cm,115 kg,black,TRUE
orange,215 cm,84 kg,brown,FALSE
orange,247 cm,84 kg,brown,TRUE
orange,214 cm,113 kg,dark brown,FALSE
orange,220 cm,105 kg,green,TRUE
brown,239 cm,115 kg,dark brown,TRUE
brown,237 cm,111 kg,black,TRUE
grey,200 cm,116 kg,black,FALSE
dark grey,209 cm,98 kg,green,FALSE
brown,235 cm,93 kg,dark brown,TRUE
dark grey,232 cm,115 kg,blue,TRUE
white,221 cm,98 kg,black,TRUE
brown,210 cm,137 kg,dark brown,FALSE
red,211 cm,133 kg,black,FALSE
brown,203 cm,128 kg,brown,FALSE
brown,208 cm,139 kg,blue,FALSE
red,222 cm,135 kg,black,TRUE
dark grey,201 cm,135 kg,blue,FALSE
black,239 cm,137 kg,dark brown,TRUE
white,232 cm,116 kg,green,TRUE
white,205 cm,113 kg,black,TRUE
orange,234 cm,132 kg,brown,TRUE
brown,220 cm,98 kg,black,TRUE
white,203 cm,88 kg,green,TRUE
dark grey,233 cm,105 kg,blue,TRUE
black,219 cm,116 kg,dark brown,FALSE
grey,201 cm,97 kg,black,FALSE
black,225 cm,117 kg,brown,TRUE
black,238 cm,128 kg,black,TRUE
orange,221 cm,108 kg,green,TRUE
calico,243 cm,111 kg,blue,TRUE
grey,214 cm,128 kg,green,FALSE
red,222 cm,106 kg,green,TRUE
red,234 cm,107 kg,dark brown,TRUE
calico,200 cm,94 kg,black,FALSE
white,217 cm,112 kg,black,TRUE
brown,220 cm,126 kg,blue,TRUE
red,208 cm,127 kg,brown,FALSE
red,249 cm,132 kg,green,TRUE
orange,245 cm,136 kg,green,TRUE
black,215 cm,123 kg,green,FALSE
white,215 cm,108 kg,green,TRUE
calico,237 cm,90 kg,black,TRUE
white,208 cm,135 kg,black,TRUE
red,223 cm,136 kg,black,TRUE
white,210 cm,99 kg,blue,TRUE
brown,214 cm,86 kg,dark brown,FALSE
grey,211 cm,118 kg,black,FALSE
red,247 cm,112 kg,blue,TRUE
black,239 cm,107 kg,black,TRUE
grey,200 cm,125 kg,dark brown,FALSE
red,248 cm,84 kg,black,TRUE
brown,236 cm,110 kg,black,TRUE
orange,211 cm,102 kg,black,FALSE
white,239 cm,140 kg,black,TRUE
calico,227 cm,129 kg,blue,TRUE
calico,216 cm,103 kg,black,FALSE
black,230 cm,80 kg,black,TRUE
red,214 cm,131 kg,green,FALSE
white,218 cm,123 kg,blue,TRUE
calico,228 cm,137 kg,green,TRUE
dark grey,248 cm,114 kg,blue,TRUE
red,210 cm,111 kg,green,FALSE
dark grey,225 cm,83 kg,brown,TRUE
orange,227 cm,125 kg,blue,TRUE
dark grey,237 cm,93 kg,black,TRUE
white,248 cm,136 kg,blue,TRUE
orange,207 cm,92 kg,brown,FALSE
orange,245 cm,119 kg,black,TRUE
black,219 cm,113 kg,green,FALSE
orange,219 cm,109 kg,green,FALSE
white,230 cm,100 kg,brown,TRUE
brown,242 cm,119 kg,blue,TRUE
grey,234 cm,116 kg,dark brown,TRUE
white,205 cm,100 kg,blue,TRUE
red,247 cm,121 kg,dark brown,TRUE
dark grey,238 cm,91 kg,blue,TRUE
red,246 cm,132 kg,dark brown,TRUE
calico,233 cm,90 kg,blue,TRUE
dark grey,246 cm,119 kg,black,TRUE
white,222 cm,137 kg,black,TRUE
red,222 cm,131 kg,black,TRUE
calico,250 cm,100 kg,green,TRUE
orange,222 cm,110 kg,black,TRUE
red,234 cm,83 kg,brown,TRUE
grey,212 cm,105 kg,blue,FALSE
brown,227 cm,136 kg,black,TRUE
black,229 cm,116 kg,black,TRUE
grey,221 cm,127 kg,black,TRUE
white,222 cm,83 kg,brown,TRUE
dark grey,250 cm,104 kg,blue,TRUE
calico,217 cm,139 kg,blue,FALSE
red,216 cm,92 kg,black,FALSE
red,239 cm,119 kg,brown,TRUE
red,222 cm,117 kg,brown,TRUE
brown,201 cm,124 kg,brown,FALSE
dark grey,243 cm,100 kg,brown,TRUE
black,245 cm,93 kg,black,TRUE
black,207 cm,137 kg,brown,FALSE
dark grey,232 cm,132 kg,dark brown,TRUE
white,235 cm,95 kg,black,TRUE
white,205 cm,138 kg,brown,TRUE
black,221 cm,131 kg,black,TRUE
white,233 cm,138 kg,brown,TRUE
grey,204 cm,82 kg,black,FALSE
black,242 cm,119 kg,brown,TRUE
calico,249 cm,103 kg,dark brown,TRUE
brown,202 cm,131 kg,blue,FALSE
calico,220 cm,107 kg,brown,TRUE
orange,213 cm,88 kg,green,FALSE
grey,212 cm,113 kg,dark brown,FALSE
orange,223 cm,89 kg,green,TRUE
black,245 cm,116 kg,dark brown,TRUE
orange,208 cm,90 kg,blue,FALSE
dark grey,217 cm,89 kg,black,FALSE
black,200 cm,89 kg,brown,FALSE
grey,242 cm,134 kg,dark brown,TRUE
brown,228 cm,132 kg,black,TRUE
brown,201 cm,99 kg,black,FALSE
orange,250 cm,84 kg,green,TRUE
grey,243 cm,96 kg,black,TRUE
grey,227 cm,92 kg,blue,TRUE
red,211 cm,99 kg,dark brown,FALSE
red,243 cm,80 kg,green,TRUE
calico,221 cm,87 kg,dark brown,TRUE
white,247 cm,89 kg,dark brown,TRUE
black,240 cm,89 kg,blue,TRUE
black,205 cm,138 kg,green,FALSE
white,203 cm,132 kg,dark brown,TRUE
red,240 cm,93 kg,brown,TRUE
red,226 cm,124 kg,green,TRUE
brown,221 cm,96 kg,dark brown,TRUE
white,225 cm,110 kg,blue,TRUE
brown,227 cm,81 kg,dark brown,TRUE
orange,212 cm,133 kg,black,FALSE
red,206 cm,131 kg,blue,FALSE
black,233 cm,120 kg,dark brown,TRUE
brown,213 cm,111 kg,brown,FALSE
orange,242 cm,112 kg,dark brown,TRUE
white,235 cm,117 kg,blue,TRUE
orange,220 cm,119 kg,brown,TRUE
grey,216 cm,95 kg,black,FALSE
dark grey,244 cm,125 kg,blue,TRUE
brown,248 cm,102 kg,dark brown,TRUE
calico,201 cm,117 kg,dark brown,FALSE
red,225 cm,101 kg,black,TRUE
dark grey,202 cm,121 kg,brown,FALSE
white,213 cm,125 kg,green,TRUE
red,250 cm,82 kg,green,TRUE
red,232 cm,133 kg,blue,TRUE
brown,216 cm,101 kg,blue,FALSE
dark grey,209 cm,84 kg,blue,FALSE
red,216 cm,126 kg,black,FALSE
white,228 cm,98 kg,dark brown,TRUE
dark grey,209 cm,115 kg,dark brown,FALSE
brown,212 cm,120 kg,black,FALSE
brown,222 cm,121 kg,green,TRUE
calico,201 cm,93 kg,green,FALSE
red,215 cm,118 kg,green,FALSE
black,240 cm,100 kg,dark brown,TRUE
brown,212 cm,137 kg,dark brown,FALSE
red,201 cm,139 kg,dark brown,FALSE
brown,209 cm,126 kg,black,FALSE
black,204 cm,135 kg,blue,FALSE
orange,229 cm,118 kg,brown,TRUE
grey,230 cm,85 kg,black,TRUE
red,219 cm,97 kg,brown,FALSE
black,215 cm,139 kg,green,FALSE
dark grey,241 cm,80 kg,black,TRUE
white,202 cm,83 kg,green,TRUE
calico,250 cm,107 kg,black,TRUE
black,232 cm,125 kg,black,TRUE
grey,208 cm,109 kg,dark brown,FALSE
white,244 cm,140 kg,black,TRUE
calico,230 cm,95 kg,brown,TRUE
black,223 cm,126 kg,blue,TRUE
dark grey,232 cm,125 kg,black,TRUE
white,207 cm,132 kg,black,TRUE
brown,233 cm,97 kg,black,TRUE
calico,241 cm,130 kg,blue,TRUE
grey,240 cm,86 kg,dark brown,TRUE
grey,218 cm,103 kg,dark brown,FALSE
brown,231 cm,136 kg,black,TRUE
brown,221 cm,140 kg,dark brown,TRUE
orange,214 cm,110 kg,blue,FALSE
grey,233 cm,87 kg,green,TRUE
orange,236 cm,109 kg,black,TRUE
dark grey,231 cm,107 kg,dark brown,TRUE
white,214 cm,85 kg,black,TRUE
white,246 cm,92 kg,black,TRUE
calico,214 cm,86 kg,blue,FALSE
grey,200 cm,135 kg,dark brown,FALSE
orange,212 cm,112 kg,black,FALSE
red,242 cm,84 kg,blue,TRUE
red,214 cm,114 kg,black,FALSE
brown,247 cm,115 kg,dark brown,TRUE
white,213 cm,121 kg,green,TRUE
red,249 cm,113 kg,blue,TRUE
calico,229 cm,101 kg,dark brown,TRUE
white,200 cm,102 kg,black,TRUE
grey,222 cm,112 kg,dark brown,TRUE
red,230 cm,115 kg,brown,TRUE
orange,247 cm,97 kg,blue,TRUE
white,230 cm,81 kg,blue,TRUE
brown,230 cm,107 kg,black,TRUE
orange,239 cm,115 kg,dark brown,TRUE
black,209 cm,85 kg,blue,FALSE
red,228 cm,103 kg,black,TRUE
orange,214 cm,113 kg,blue,FALSE
orange,203 cm,114 kg,blue,FALSE
calico,209 cm,116 kg,blue,FALSE
black,213 cm,84 kg,brown,FALSE
white,235 cm,131 kg,black,TRUE
dark grey,203 cm,129 kg,blue,FALSE
black,237 cm,115 kg,black,TRUE
dark grey,209 cm,102 kg,black,FALSE
orange,208 cm,121 kg,green,FALSE
black,209 cm,133 kg,green,FALSE
dark grey,232 cm,125 kg,green,TRUE
white,229 cm,114 kg,black,TRUE
orange,238 cm,104 kg,green,TRUE
brown,216 cm,90 kg,black,FALSE
red,242 cm,113 kg,green,TRUE
orange,239 cm,106 kg,black,TRUE
orange,209 cm,102 kg,black,FALSE
calico,231 cm,112 kg,black,TRUE
orange,239 cm,92 kg,green,TRUE
orange,214 cm,90 kg,brown,FALSE
grey,241 cm,89 kg,black,TRUE
black,229 cm,109 kg,blue,TRUE
black,232 cm,103 kg,black,TRUE
dark grey,217 cm,112 kg,black,FALSE
grey,216 cm,85 kg,blue,FALSE
white,225 cm,126 kg,black,TRUE
orange,233 cm,93 kg,brown,TRUE
orange,232 cm,87 kg,green,TRUE
orange,246 cm,83 kg,blue,TRUE
dark grey,249 cm,132 kg,blue,TRUE
red,248 cm,90 kg,black,TRUE
white,250 cm,124 kg,black,TRUE
dark grey,202 cm,114 kg,green,FALSE
white,246 cm,91 kg,black,TRUE
grey,239 cm,91 kg,brown,TRUE
brown,234 cm,132 kg,green,TRUE
white,218 cm,85 kg,brown,TRUE
brown,211 cm,123 kg,blue,FALSE
brown,218 cm,85 kg,black,FALSE
black,223 cm,114 kg,black,TRUE
brown,233 cm,90 kg,dark brown,TRUE
calico,209 cm,119 kg,blue,FALSE
black,227 cm,99 kg,dark brown,TRUE
white,218 cm,125 kg,blue,TRUE
black,242 cm,82 kg,black,TRUE
white,225 cm,136 kg,blue,TRUE
red,219 cm,92 kg,dark brown,FALSE
black,216 cm,91 kg,brown,FALSE
black,248 cm,117 kg,blue,TRUE
black,202 cm,83 kg,black,FALSE
brown,201 cm,134 kg,black,FALSE
grey,214 cm,90 kg,green,FALSE
red,217 cm,112 kg,black,FALSE
orange,228 cm,120 kg,black,TRUE
orange,227 cm,112 kg,blue,TRUE
white,228 cm,80 kg,green,TRUE
white,244 cm,89 kg,brown,TRUE
red,200 cm,108 kg,green,FALSE
orange,249 cm,100 kg,black,TRUE
red,218 cm,115 kg,green,FALSE
calico,239 cm,96 kg,brown,TRUE
brown,203 cm,129 kg,green,FALSE
calico,241 cm,133 kg,brown,TRUE
brown,246 cm,131 kg,blue,TRUE
grey,214 cm,138 kg,black,FALSE
orange,210 cm,114 kg,dark brown,FALSE
red,245 cm,107 kg,black,TRUE
brown,214 cm,85 kg,blue,FALSE
red,232 cm,97 kg,black,TRUE
calico,214 cm,104 kg,black,FALSE
red,214 cm,92 kg,brown,FALSE
white,205 cm,123 kg,blue,TRUE
grey,238 cm,82 kg,green,TRUE
orange,237 cm,94 kg,black,TRUE
grey,221 cm,105 kg,black,TRUE
white,203 cm,124 kg,brown,TRUE
red,250 cm,105 kg,blue,TRUE
grey,244 cm,124 kg,black,TRUE
black,243 cm,102 kg,blue,TRUE
calico,227 cm,88 kg,dark brown,TRUE
brown,226 cm,136 kg,dark brown,TRUE
calico,243 cm,101 kg,dark brown,TRUE
red,204 cm,125 kg,blue,FALSE
orange,218 cm,97 kg,green,FALSE
grey,236 cm,87 kg,black,TRUE
red,206 cm,110 kg,brown,FALSE
dark grey,202 cm,114 kg,black,FALSE
white,243 cm,80 kg,black,TRUE
red,210 cm,124 kg,dark brown,FALSE
calico,229 cm,139 kg,dark brown,TRUE
brown,222 cm,113 kg,dark brown,TRUE
brown,219 cm,127 kg,brown,FALSE
black,246 cm,99 kg,brown,TRUE
grey,244 cm,130 kg,blue,TRUE
white,248 cm,87 kg,blue,TRUE
grey,245 cm,127 kg,blue,TRUE
red,234 cm,89 kg,dark brown,TRUE
brown,211 cm,136 kg,black,FALSE
dark grey,228 cm,90 kg,dark brown,TRUE
black,246 cm,84 kg,brown,TRUE
orange,209 cm,105 kg,green,FALSE
dark grey,240 cm,119 kg,blue,TRUE
black,223 cm,116 kg,green,TRUE
black,240 cm,80 kg,brown,TRUE
red,201 cm,95 kg,dark brown,FALSE
dark grey,221 cm,114 kg,green,TRUE
brown,210 cm,82 kg,black,FALSE
grey,201 cm,139 kg,green,FALSE
white,232 cm,111 kg,blue,TRUE
orange,220 cm,137 kg,black,TRUE
black,216 cm,106 kg,brown,FALSE
red,232 cm,99 kg,black,TRUE
brown,234 cm,140 kg,blue,TRUE
black,212 cm,131 kg,dark brown,FALSE
white,204 cm,102 kg,dark brown,TRUE
dark grey,212 cm,98 kg,blue,FALSE
red,220 cm,81 kg,blue,TRUE
red,221 cm,129 kg,brown,TRUE
brown,226 cm,97 kg,dark brown,TRUE
white,228 cm,126 kg,black,TRUE
black,249 cm,136 kg,green,TRUE
white,221 cm,86 kg,brown,TRUE
calico,244 cm,98 kg,black,TRUE
black,240 cm,88 kg,green,TRUE
black,205 cm,98 kg,black,FALSE
red,235 cm,97 kg,black,TRUE
dark grey,239 cm,131 kg,dark brown,TRUE
grey,240 cm,130 kg,dark brown,TRUE
red,233 cm,114 kg,brown,TRUE
red,246 cm,120 kg,black,TRUE
grey,200 cm,95 kg,brown,FALSE
dark grey,237 cm,128 kg,black,TRUE
red,249 cm,88 kg,brown,TRUE
orange,228 cm,139 kg,black,TRUE
white,242 cm,82 kg,green,TRUE
orange,236 cm,134 kg,green,TRUE
brown,214 cm,97 kg,blue,FALSE
calico,214 cm,117 kg,brown,FALSE
dark grey,233 cm,99 kg,blue,TRUE
red,232 cm,112 kg,green,TRUE
brown,240 cm,138 kg,dark brown,TRUE
black,234 cm,116 kg,green,TRUE
brown,203 cm,103 kg,dark brown,FALSE
grey,234 cm,89 kg,black,TRUE
black,215 cm,97 kg,green,FALSE
red,247 cm,114 kg,blue,TRUE
dark grey,232 cm,122 kg,green,TRUE
red,232 cm,113 kg,blue,TRUE
white,244 cm,107 kg,dark brown,TRUE
orange,237 cm,135 kg,black,TRUE
brown,210 cm,108 kg,brown,FALSE
white,232 cm,81 kg,dark brown,TRUE
grey,233 cm,107 kg,dark brown,TRUE
white,235 cm,94 kg,dark brown,TRUE
black,205 cm,126 kg,black,FALSE
grey,248 cm,139 kg,brown,TRUE
brown,242 cm,82 kg,blue,TRUE
dark grey,237 cm,103 kg,black,TRUE
black,233 cm,128 kg,brown,TRUE
brown,239 cm,130 kg,dark brown,TRUE
calico,237 cm,104 kg,dark brown,TRUE
black,204 cm,90 kg,green,FALSE
dark grey,222 cm,119 kg,green,TRUE
black,249 cm,81 kg,dark brown,TRUE
orange,205 cm,89 kg,brown,FALSE
grey,245 cm,105 kg,brown,TRUE
white,222 cm,110 kg,blue,TRUE
calico,242 cm,85 kg,brown,TRUE
black,205 cm,139 kg,blue,FALSE
orange,240 cm,119 kg,black,TRUE
red,241 cm,122 kg,brown,TRUE
orange,205 cm,119 kg,black,FALSE
dark grey,216 cm,110 kg,green,FALSE
red,203 cm,103 kg,dark brown,FALSE
calico,229 cm,135 kg,blue,TRUE
brown,205 cm,138 kg,blue,FALSE
red,211 cm,84 kg,green,FALSE
white,245 cm,82 kg,green,TRUE
calico,229 cm,91 kg,black,TRUE
brown,247 cm,108 kg,dark brown,TRUE
dark grey,217 cm,105 kg,black,FALSE
dark grey,201 cm,85 kg,black,FALSE
dark grey,205 cm,120 kg,brown,FALSE
white,238 cm,119 kg,brown,TRUE
black,247 cm,120 kg,black,TRUE
red,250 cm,127 kg,black,TRUE
black,239 cm,113 kg,black,TRUE
calico,248 cm,84 kg,black,TRUE
orange,227 cm,131 kg,blue,TRUE
brown,200 cm,106 kg,blue,FALSE
white,247 cm,127 kg,brown,TRUE
orange,213 cm,130 kg,black,FALSE
black,244 cm,110 kg,black,TRUE
grey,209 cm,121 kg,dark brown,FALSE
brown,217 cm,91 kg,dark brown,FALSE
white,207 cm,84 kg,black,TRUE
black,235 cm,122 kg,black,TRUE
dark grey,242 cm,120 kg,blue,TRUE
black,204 cm,104 kg,black,FALSE
white,221 cm,100 kg,brown,TRUE
grey,216 cm,117 kg,black,FALSE
white,248 cm,106 kg,green,TRUE
grey,223 cm,140 kg,dark brown,TRUE
grey,236 cm,129 kg,black,TRUE
brown,207 cm,134 kg,brown,FALSE
white,200 cm,105 kg,black,TRUE
black,239 cm,131 kg,black,TRUE
brown,247 cm,111 kg,green,TRUE
grey,206 cm,132 kg,dark brown,FALSE
brown,233 cm,104 kg,dark brown,TRUE
brown,227 cm,118 kg,green,TRUE
black,238 cm,113 kg,brown,TRUE
grey,201 cm,103 kg,green,FALSE
dark grey,242 cm,109 kg,brown,TRUE
dark grey,236 cm,114 kg,brown,TRUE
white,223 cm,120 kg,brown,TRUE
brown,228 cm,115 kg,brown,TRUE
dark grey,229 cm,114 kg,black,TRUE
dark grey,213 cm,104 kg,green,FALSE
grey,235 cm,129 kg,black,TRUE
grey,204 cm,137 kg,black,FALSE
white,238 cm,132 kg,green,TRUE
black,241 cm,128 kg,brown,TRUE
dark grey,210 cm,136 kg,brown,FALSE
grey,206 cm,114 kg,green,FALSE
grey,245 cm,137 kg,black,TRUE
white,201 cm,125 kg,brown,TRUE
white,229 cm,108 kg,black,TRUE
brown,242 cm,105 kg,dark brown,TRUE
white,210 cm,122 kg,brown,TRUE
white,201 cm,113 kg,green,TRUE
grey,229 cm,128 kg,brown,TRUE
dark grey,229 cm,116 kg,brown,TRUE
brown,214 cm,103 kg,black,FALSE
dark grey,235 cm,102 kg,dark brown,TRUE
white,206 cm,109 kg,brown,TRUE
dark grey,248 cm,140 kg,brown,TRUE
grey,221 cm,109 kg,black,TRUE
white,215 cm,139 kg,blue,TRUE
brown,237 cm,100 kg,brown,TRUE
black,212 cm,125 kg,dark brown,FALSE
brown,230 cm,109 kg,brown,TRUE
black,228 cm,134 kg,dark brown,TRUE
white,212 cm,113 kg,blue,TRUE
white,245 cm,114 kg,green,TRUE
dark grey,200 cm,120 kg,green,FALSE
black,225 cm,135 kg,green,TRUE
black,208 cm,123 kg,black,FALSE
brown,232 cm,105 kg,black,TRUE
white,206 cm,133 kg,green,TRUE
brown,209 cm,100 kg,black,FALSE
brown,243 cm,110 kg,black,TRUE
grey,217 cm,105 kg,black,FALSE
dark grey,232 cm,135 kg,green,TRUE
dark grey,207 cm,112 kg,dark brown,FALSE
dark grey,205 cm,128 kg,green,FALSE
dark grey,245 cm,118 kg,blue,TRUE
grey,246 cm,119 kg,blue,TRUE
grey,209 cm,129 kg,green,FALSE
black,219 cm,123 kg,blue,FALSE
brown,233 cm,120 kg,brown,TRUE
brown,228 cm,108 kg,green,TRUE
white,237 cm,123 kg,brown,TRUE
brown,204 cm,100 kg,dark brown,FALSE
dark grey,244 cm,139 kg,blue,TRUE
dark grey,207 cm,104 kg,brown,FALSE
grey,228 cm,128 kg,green,TRUE
grey,236 cm,109 kg,brown,TRUE
brown,206 cm,119 kg,brown,FALSE
black,217 cm,113 kg,dark brown,FALSE
dark grey,233 cm,119 kg,green,TRUE
grey,224 cm,105 kg,black,TRUE
black,202 cm,119 kg,blue,FALSE
white,220 cm,123 kg,brown,TRUE
white,226 cm,131 kg,green,TRUE
grey,232 cm,130 kg,black,TRUE
brown,219 cm,135 kg,brown,FALSE
black,245 cm,102 kg,brown,TRUE
grey,238 cm,133 kg,black,TRUE
white,239 cm,138 kg,black,TRUE
brown,227 cm,125 kg,brown,TRUE
dark grey,220 cm,108 kg,brown,TRUE
grey,245 cm,137 kg,brown,TRUE
dark grey,200 cm,115 kg,brown,FALSE
grey,223 cm,133 kg,brown,TRUE
grey,240 cm,103 kg,green,TRUE
white,226 cm,125 kg,blue,TRUE
white,223 cm,132 kg,brown,TRUE
dark grey,243 cm,110 kg,blue,TRUE
white,249 cm,135 kg,brown,TRUE
black,216 cm,130 kg,green,FALSE
black,239 cm,126 kg,brown,TRUE
brown,236 cm,110 kg,green,TRUE
white,219 cm,140 kg,black,TRUE
dark grey,206 cm,129 kg,black,FALSE
grey,206 cm,119 kg,brown,FALSE
grey,229 cm,104 kg,green,TRUE
grey,202 cm,115 kg,black,FALSE
black,238 cm,132 kg,black,TRUE
white,226 cm,106 kg,brown,TRUE
white,250 cm,102 kg,brown,TRUE
brown,235 cm,131 kg,black,TRUE
white,216 cm,111 kg,blue,TRUE
white,223 cm,110 kg,dark brown,TRUE
grey,226 cm,111 kg,blue,TRUE
dark grey,210 cm,115 kg,brown,FALSE
brown,246 cm,135 kg,green,TRUE
brown,248 cm,120 kg,dark brown,TRUE
dark grey,232 cm,115 kg,brown,TRUE
black,215 cm,103 kg,green,FALSE
dark grey,234 cm,119 kg,green,TRUE
dark grey,226 cm,133 kg,blue,TRUE
dark grey,244 cm,131 kg,green,TRUE
black,216 cm,122 kg,green,FALSE
white,220 cm,117 kg,blue,TRUE
black,250 cm,124 kg,black,TRUE
grey,239 cm,102 kg,brown,TRUE
brown,217 cm,115 kg,brown,FALSE
brown,241 cm,129 kg,blue,TRUE
grey,221 cm,108 kg,black,TRUE
grey,246 cm,118 kg,brown,TRUE
dark grey,223 cm,134 kg,brown,TRUE
white,240 cm,135 kg,brown,TRUE
white,212 cm,114 kg,brown,TRUE
black,229 cm,132 kg,blue,TRUE
white,216 cm,101 kg,black,TRUE
brown,236 cm,135 kg,blue,TRUE
white,216 cm,107 kg,dark brown,TRUE
grey,225 cm,134 kg,brown,TRUE
grey,225 cm,112 kg,brown,TRUE
grey,209 cm,122 kg,black,FALSE
grey,212 cm,140 kg,brown,FALSE
brown,244 cm,119 kg,black,TRUE
black,209 cm,137 kg,brown,FALSE
grey,234 cm,135 kg,brown,TRUE
dark grey,212 cm,104 kg,blue,FALSE
grey,232 cm,117 kg,blue,TRUE
black,204 cm,108 kg,black,FALSE
black,243 cm,128 kg,black,TRUE
black,232 cm,115 kg,brown,TRUE
grey,248 cm,113 kg,black,TRUE
grey,235 cm,138 kg,brown,TRUE
white,214 cm,137 kg,brown,TRUE
black,217 cm,102 kg,brown,FALSE
white,249 cm,100 kg,blue,TRUE
black,218 cm,112 kg,black,FALSE
black,218 cm,131 kg,brown,FALSE
dark grey,222 cm,108 kg,blue,TRUE
black,250 cm,137 kg,black,TRUE
brown,233 cm,121 kg,dark brown,TRUE
brown,234 cm,134 kg,black,TRUE
grey,213 cm,111 kg,black,FALSE
dark grey,244 cm,102 kg,black,TRUE
dark grey,210 cm,137 kg,black,FALSE
dark grey,207 cm,102 kg,brown,FALSE
white,212 cm,111 kg,black,TRUE
grey,200 cm,110 kg,dark brown,FALSE
white,233 cm,138 kg,green,TRUE
white,220 cm,113 kg,dark brown,TRUE
dark grey,212 cm,104 kg,brown,FALSE
brown,228 cm,106 kg,dark brown,TRUE
grey,213 cm,138 kg,brown,FALSE
brown,225 cm,113 kg,green,TRUE
white,233 cm,110 kg,blue,TRUE
black,228 cm,130 kg,blue,TRUE
dark grey,201 cm,104 kg,green,FALSE
grey,203 cm,126 kg,brown,FALSE
white,232 cm,128 kg,black,TRUE
black,206 cm,114 kg,green,FALSE
brown,218 cm,127 kg,black,FALSE
white,236 cm,104 kg,brown,TRUE
dark grey,225 cm,114 kg,brown,TRUE
grey,214 cm,123 kg,black,FALSE
black,230 cm,124 kg,dark brown,TRUE
brown,211 cm,136 kg,black,FALSE
dark grey,229 cm,113 kg,brown,TRUE
brown,209 cm,103 kg,blue,FALSE
black,207 cm,114 kg,black,FALSE
grey,228 cm,121 kg,brown,TRUE
brown,203 cm,120 kg,black,FALSE
dark grey,206 cm,140 kg,brown,FALSE
dark grey,234 cm,104 kg,brown,TRUE
black,242 cm,100 kg,blue,TRUE
brown,210 cm,130 kg,black,FALSE
grey,214 cm,140 kg,brown,FALSE
grey,245 cm,139 kg,brown,TRUE
grey,243 cm,135 kg,blue,TRUE
black,236 cm,101 kg,brown,TRUE
black,216 cm,108 kg,black,FALSE
dark grey,200 cm,135 kg,green,FALSE
brown,207 cm,125 kg,black,FALSE
brown,215 cm,113 kg,brown,FALSE
black,218 cm,114 kg,brown,FALSE
black,247 cm,119 kg,brown,TRUE
grey,203 cm,122 kg,brown,FALSE
grey,201 cm,104 kg,black,FALSE
grey,247 cm,107 kg,black,TRUE
brown,224 cm,116 kg,black,TRUE
dark grey,223 cm,123 kg,brown,TRUE
white,243 cm,136 kg,black,TRUE
grey,232 cm,125 kg,green,TRUE
dark grey,245 cm,111 kg,black,TRUE
brown,224 cm,120 kg,brown,TRUE
white,220 cm,117 kg,brown,TRUE
grey,214 cm,118 kg,black,FALSE
white,228 cm,105 kg,brown,TRUE
white,238 cm,130 kg,black,TRUE
white,233 cm,108 kg,dark brown,TRUE
grey,218 cm,116 kg,dark brown,FALSE
brown,224 cm,103 kg,brown,TRUE
white,226 cm,130 kg,dark brown,TRUE
black,207 cm,100 kg,dark brown,FALSE
dark grey,202 cm,134 kg,green,FALSE
dark grey,226 cm,133 kg,black,TRUE
brown,206 cm,130 kg,black,FALSE
black,242 cm,126 kg,black,TRUE
brown,202 cm,140 kg,black,FALSE
brown,242 cm,126 kg,black,TRUE
black,217 cm,108 kg,brown,FALSE
brown,212 cm,133 kg,black,FALSE
grey,221 cm,129 kg,black,TRUE
black,219 cm,134 kg,dark brown,FALSE
black,206 cm,135 kg,blue,FALSE
brown,246 cm,121 kg,brown,TRUE
black,214 cm,111 kg,brown,FALSE
brown,210 cm,126 kg,brown,FALSE
brown,249 cm,124 kg,blue,TRUE
black,219 cm,130 kg,brown,FALSE
brown,230 cm,101 kg,brown,TRUE
white,200 cm,138 kg,blue,TRUE
brown,225 cm,115 kg,blue,TRUE
grey,249 cm,107 kg,green,TRUE
white,249 cm,113 kg,black,TRUE
white,208 cm,104 kg,green,TRUE
dark grey,213 cm,103 kg,black,FALSE
white,207 cm,109 kg,black,TRUE
white,230 cm,139 kg,green,TRUE
black,230 cm,109 kg,brown,TRUE
white,241 cm,118 kg,green,TRUE
grey,207 cm,129 kg,brown,FALSE
brown,236 cm,122 kg,black,TRUE
black,223 cm,118 kg,brown,TRUE
grey,250 cm,109 kg,brown,TRUE
grey,239 cm,102 kg,blue,TRUE
grey,247 cm,120 kg,brown,TRUE
black,213 cm,119 kg,blue,FALSE
black,218 cm,138 kg,green,FALSE
white,242 cm,116 kg,brown,TRUE
white,247 cm,104 kg,black,TRUE
brown,219 cm,140 kg,brown,FALSE
dark grey,244 cm,112 kg,green,TRUE
brown,220 cm,126 kg,blue,TRUE
white,228 cm,140 kg,blue,TRUE
black,227 cm,126 kg,brown,TRUE
brown,210 cm,104 kg,black,FALSE
grey,238 cm,122 kg,dark brown,TRUE
grey,206 cm,127 kg,black,FALSE
dark grey,215 cm,110 kg,brown,FALSE
brown,207 cm,109 kg,brown,FALSE
white,213 cm,106 kg,brown,TRUE
white,249 cm,121 kg,black,TRUE
dark grey,207 cm,130 kg,blue,FALSE
black,216 cm,140 kg,black,FALSE
dark grey,233 cm,107 kg,green,TRUE
black,210 cm,119 kg,black,FALSE
black,244 cm,138 kg,green,TRUE
dark grey,223 cm,116 kg,green,TRUE
